,Target Name,"Target, Subunit, Species",Target Mutant/Chimera Details,Target Species (Bioactivity),Substance Action on Target,Substance Effect,Bioassay Category,Bioassay Name,Bioassay Details,Biological Species/NCBI ID,Medchem: Measurement Parameter,Unit,Qualitative value,Quantitative value,References,Canomical_Smiles,pChEMBL
1839,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,100.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(O)C(F)(F)F.O=S(=O)(Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2)c1cccc(Cl)c1,1
3091,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,N#C[C@]1(c2cccc(Br)c2)C[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1,1
3090,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4cccc(F)c4)n([C@H]4CC[C@H](C(N)=O)CC4)c3c2)CC1,1
3136,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@]5(CC4)NC(=O)NC5=O)c3c2)CC1,1
3114,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1C(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3132,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,O=C(/N=c1\[nH]c2ccc(CN3CCOCC3)cc2n1[C@H]1CC[C@@H](C(=O)N2CCOCC2)CC1)c1ccc(F)cc1,1
3126,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(S(C)(=O)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3127,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against Human wild-type Anaplastic lymphoma kinase (2 nM) expressed in SF9 cells using 1 uM BIOTIN-AHX-EQEDEPEGIYGVLF-OH as substrate in presence of 40 uM ATP upon incubation at RT for 90 min in 20 mM HEPES, pH 7.5 by Time resolved fluorescence energy transfer (TR-FRET) assay",human,IC50,µM,>=,0.1,Patent; AMGEN INC; WO2012/18668; (2012); A1;,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(C(N)=O)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3119,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against Human wild-type Anaplastic lymphoma kinase (2 nM) expressed in SF9 cells using 1 uM BIOTIN-AHX-EQEDEPEGIYGVLF-OH as substrate in presence of 40 uM ATP upon incubation at RT for 90 min in 20 mM HEPES, pH 7.5 by Time resolved fluorescence energy transfer (TR-FRET) assay",human,IC50,µM,>=,0.1,Patent; AMGEN INC; WO2012/18668; (2012); A1;,CC(C)(O)C1CCN(CCOc2cc3c(cn2)[nH]/c(=N\C(=O)c2cccc(F)c2)n3[C@H]2CC[C@@H](C(=O)N3CC(O)C3)CC2)CC1,1
3167,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,O=C(Nc1nc2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](C(=O)O)CC1)c1ccc(F)cc1,1
3130,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)NC3CCCCC3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3133,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against Human wild-type Anaplastic lymphoma kinase (2 nM) expressed in SF9 cells using 1 uM BIOTIN-AHX-EQEDEPEGIYGVLF-OH as substrate in presence of 40 uM ATP upon incubation at RT for 90 min in 20 mM HEPES, pH 7.5 by Time resolved fluorescence energy transfer (TR-FRET) assay",human,IC50,µM,>=,0.1,Patent; AMGEN INC; WO2012/18668; (2012); A1;,CC(C)(O)C1CCN(Cc2ccc3[nH]/c(=N\C(=O)c4ccc(F)cc4)n([C@H]4CC[C@@H](C(=O)O)CC4)c3c2)CC1,1
3124,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc4cc[nH]c4c3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3164,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,N#C[C@]1(c2ccccn2)C[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)C1,1
3163,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CNC(=O)[C@H]1CC[C@H](n2/c(=N/C(=O)c3ccc(F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3161,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)C(=O)N[C@H]1CC[C@@H](n2/c(=N/C(=O)c3cccc(F)c3)[nH]c3ccc(CN4CCC(C(C)(C)O)CC4)cc32)CC1,1
3159,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,C=CCNS(=O)(=O)c1cccc(C(=O)/N=c2\[nH]c3cnc(OCCN4CCCCC4)cc3n2[C@H]2CC[C@H](C(=O)NC(C)C)CC2)c1,1
3173,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against Human wild-type Anaplastic lymphoma kinase (2 nM) expressed in SF9 cells using 1 uM BIOTIN-AHX-EQEDEPEGIYGVLF-OH as substrate in presence of 40 uM ATP upon incubation at RT for 90 min in 20 mM HEPES, pH 7.5 by Time resolved fluorescence energy transfer (TR-FRET) assay",human,IC50,µM,>=,0.1,Patent; AMGEN INC; WO2012/18668; (2012); A1;,N#C[C@]1(c2ccccn2)C[C@H](n2c(NC(=O)c3ccc(F)cc3)nc3cnc(OCCN4CCCCC4)cc32)C1,1
3122,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against wild type human Anaplastic lymphoma kinase expressed in SF9 cells in presence of 40 uM ATP using 1 uM Biotin-Ahx-EQEDEPEGIYGVLF-OH as substrate upon incubation in 20 mM HEPES, pH 7.5 at RT for 90 minutes by TR FRET assay",NaN,IC50,µM,>=,0.1,Patent; GLAXOSMITHKLINE PLC; WO2013/74518; (2013); A1;,CC(C)NC(=O)[C@H]1CC[C@@H](n2/c(=N/C(=O)c3ccc(C(F)(F)F)cc3)[nH]c3cnc(OCCN4CCCCC4)cc32)CC1,1
3111,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,NaN,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against Human wild-type Anaplastic lymphoma kinase (2 nM) expressed in SF9 cells using 1 uM BIOTIN-AHX-EQEDEPEGIYGVLF-OH as substrate in presence of 40 uM ATP upon incubation at RT for 90 min in 20 mM HEPES, pH 7.5 by Time resolved fluorescence energy transfer (TR-FRET) assay",human,IC50,µM,>=,0.1,Patent; AMGEN INC; WO2012/18668; (2012); A1;,O=C(/N=c1\[nH]c2ccc(CN3CCCCC3)cc2n1[C@H]1CC[C@@H](CO)CC1)c1ccc(F)cc1,1
2231,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,104.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)OCCc1cc(cc(-c3cnc(N4CCNCC4)nc3)c1)N2.O=C(O)C(F)(F)F,0
2232,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,108.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)OCCc1cc(cc(-c3ccc(N4CCNCC4)nc3)c1)N2.O=C(O)C(F)(F)F,0
2227,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,110.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)OCCc1cc(cc(-c3ccncc3)c1)N2.O=C(O)C(F)(F)F,0
2030,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against human ALK using 250 uM KKKSPGEYVNIEFG as substrate in presence of 10 uM [GAMMA-33P]ATP upon incubation in 8 mM MOPS, pH 7.0 at RT for 40 mins",NaN,IC50,nM,=,116.0,Patent; CALITOR SCIENCES LLC; SHENZHEN DONGYANGGUANG INDUSTRIAL DEVELOPMENT CO LTD; WO2015/34729; (2015); A1;,CC(Oc1cc(-c2ccc(C3CNC[C@H](O)C3)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F,0
1815,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,130.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,COc1ccc2cc1Nc1nc(ncc1Cl)Nc1cccc(c1)CC2.O=C(O)C(F)(F)F,0
2247,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,130.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(Nc1cc2cc(c1)OCCSc1cccc(c1)Nc1nc(ncc1Cl)N2)c1ccncc1.O=C(O)C(F)(F)F,0
1938,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,130.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(O)C(F)(F)F.O=S(=O)(Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2)c1cccs1,0
2032,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against human ALK using 250 uM KKKSPGEYVNIEFG as substrate in presence of 10 uM [GAMMA-33P]ATP upon incubation in 8 mM MOPS, pH 7.0 at RT for 40 mins",NaN,IC50,nM,=,131.0,Patent; CALITOR SCIENCES LLC; SHENZHEN DONGYANGGUANG INDUSTRIAL DEVELOPMENT CO LTD; WO2015/34729; (2015); A1;,CC(Oc1cc(-c2ccc(C3(O)CCCOC3)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F,0
2027,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,inhibitory activity,In Vitro (Efficacy),NaN,"Inhibitory concentration of compound against human ALK using 250 uM KKKSPGEYVNIEFG as substrate in presence of 10 uM [GAMMA-33P]ATP upon incubation in 8 mM MOPS, pH 7.0 at RT for 40 mins",NaN,IC50,nM,=,132.0,Patent; CALITOR SCIENCES LLC; SHENZHEN DONGYANGGUANG INDUSTRIAL DEVELOPMENT CO LTD; WO2015/34729; (2015); A1;,CC(Oc1cc(-c2ccc(C3CO[C@@H]4[C@H](O)CO[C@H]34)nc2)cnc1N)c1cc(Cl)ccc1C(F)(F)F,0
2228,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,138.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Clc1cnc2nc1Nc1cccc(c1)OCCc1cc(cc(-c3cccnc3)c1)N2.O=C(O)C(F)(F)F,0
1823,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,140.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Cl.O=C(Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2)c1ccccc1Cl,0
1178,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,Inhibitory concentration of the compound (dissolved in DMSO) against growth of human NPM-ALK overexpressing human KARPAS-299 cell line upon incubation for two days,human,IC50,µM,=,0.15,Patent; Novartis (w/o Sandoz); NOVARTIS AG; WO2005/26130; (2005); A1;,COc1cc(Nc2nccc(Nc3ccccc3S(=O)(=O)N(C)C)n2)cc(OC)c1OC,0
1927,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,150.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,N#Cc1ccc(C(=O)Nc2ccc3cc2CCc2cccc(c2)Nc2ncc(Cl)c(n2)N3)cc1.O=C(O)C(F)(F)F,0
2233,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,150.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,CC(=O)N1CCN(c2cc(-c3cc4cc(c3)Nc3ncc(Cl)c(n3)Nc3cccc(c3)OCC4)ccn2)CC1.O=C(O)C(F)(F)F,0
1934,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,150.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,CS(=O)(=O)Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2.O=C(O)C(F)(F)F,0
1940,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,150.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Cc1cccc(S(=O)(=O)Nc2ccc3cc2CCc2cccc(c2)Nc2ncc(Cl)c(n2)N3)c1.O=C(O)C(F)(F)F,0
2230,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,157.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,Cc1n[nH]c(C)c1-c1cc2cc(c1)Nc1ncc(Cl)c(n1)Nc1cccc(c1)OCC2.O=C(O)C(F)(F)F,0
1915,ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human],ALK tyrosine kinase receptor [human]:Wild,human,Inhibitor,NaN,In Vitro (Efficacy),NaN,"Inhibitory concentration of the compound against recombinant human Anaplastic lymphoma kinase (0.25 nM) using 0.5 uM biotinylated peptide substrate (Biotin-KKKGPWLEEEEEAYGWLDF-amide) upon incubation in presence of 90 uM ATP in 50 mM Tris, pH 7.8 for 2 hrs at 25 degree C by HTRF assay",human,IC50,nM,=,160.0,Patent; INCYTE CORP; US2009/286778; (2009); A1;,O=C(Nc1ccc2cc1CCc1cccc(c1)Nc1ncc(Cl)c(n1)N2)c1cccc(F)c1.O=C(O)C(F)(F)F,0
